No.,Time,Absolute_Time,Source,Destination,Protocol,Length,Info
12794,329.44226,2024-08-15 00:14:29.442,10.8.15.133,23.220.103.72,QUIC,668,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12795,329.442458,2024-08-15 00:14:29.442,10.8.15.133,23.220.103.72,QUIC,659,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12796,329.442618,2024-08-15 00:14:29.442,10.8.15.133,23.220.103.72,QUIC,669,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12797,329.44274,2024-08-15 00:14:29.442,10.8.15.133,23.220.103.72,QUIC,669,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12798,329.442885,2024-08-15 00:14:29.442,10.8.15.133,23.220.103.72,QUIC,660,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12799,329.443038,2024-08-15 00:14:29.443,10.8.15.133,23.220.103.72,QUIC,660,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12800,329.443199,2024-08-15 00:14:29.443,10.8.15.133,23.220.103.72,QUIC,660,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12801,329.443376,2024-08-15 00:14:29.443,10.8.15.133,23.220.103.72,QUIC,660,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12802,329.443532,2024-08-15 00:14:29.443,10.8.15.133,23.220.103.72,QUIC,660,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12803,329.443695,2024-08-15 00:14:29.443,10.8.15.133,23.220.103.72,QUIC,661,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12804,329.443848,2024-08-15 00:14:29.443,10.8.15.133,23.220.103.72,QUIC,662,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12805,329.444001,2024-08-15 00:14:29.444,10.8.15.133,23.220.103.72,QUIC,661,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12806,329.444148,2024-08-15 00:14:29.444,10.8.15.133,23.220.103.72,QUIC,661,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12807,329.444305,2024-08-15 00:14:29.444,10.8.15.133,23.220.103.72,QUIC,661,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12808,329.458492,2024-08-15 00:14:29.458,10.8.15.4,10.8.15.133,DNS,166,Standard query response 0x9550 A img.s-msn.com CNAME wildcard.s-msn.com.edgekey.net CNAME e7341.g.akamaiedge.net A 23.60.57.94
12809,329.465889,2024-08-15 00:14:29.465,23.223.31.34,10.8.15.133,TLSv1.3,341,Application Data
12810,329.466042,2024-08-15 00:14:29.466,23.223.31.34,10.8.15.133,TLSv1.3,341,Application Data
12811,329.466177,2024-08-15 00:14:29.466,10.8.15.133,23.223.31.34,TCP,54,49878  >  443 [ACK] Seq=2890 Ack=4367 Win=63666 Len=0
12812,329.472158,2024-08-15 00:14:29.472,23.205.110.12,10.8.15.133,TLSv1.3,1514,"Server Hello, Change Cipher Spec, Application Data"
12813,329.472161,2024-08-15 00:14:29.472,23.205.110.12,10.8.15.133,TCP,1514,443  >  49879 [ACK] Seq=1461 Ack=1738 Win=64240 Len=1460 [TCP PDU reassembled in 12814]
12814,329.472162,2024-08-15 00:14:29.472,23.205.110.12,10.8.15.133,TLSv1.3,847,"Application Data, Application Data, Application Data"
12815,329.472198,2024-08-15 00:14:29.472,23.220.103.72,10.8.15.133,QUIC,313,Protected Payload (KP0)
12816,329.472201,2024-08-15 00:14:29.472,23.220.103.72,10.8.15.133,QUIC,330,Protected Payload (KP0)
12817,329.472202,2024-08-15 00:14:29.472,23.220.103.72,10.8.15.133,QUIC,100,Protected Payload (KP0)
12818,329.472203,2024-08-15 00:14:29.472,23.220.103.72,10.8.15.133,QUIC,63,Protected Payload (KP0)
12819,329.472435,2024-08-15 00:14:29.472,10.8.15.133,23.205.110.12,TCP,54,49879  >  443 [ACK] Seq=1738 Ack=2921 Win=64240 Len=0
12820,329.473106,2024-08-15 00:14:29.473,10.8.15.133,23.220.103.72,QUIC,74,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12821,329.473261,2024-08-15 00:14:29.473,10.8.15.133,23.220.103.72,QUIC,73,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12822,329.474442,2024-08-15 00:14:29.474,10.8.15.133,23.60.57.94,TCP,66,49881  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
12823,329.474687,2024-08-15 00:14:29.474,23.220.103.72,10.8.15.133,QUIC,65,Protected Payload (KP0)
12824,329.474981,2024-08-15 00:14:29.474,23.220.103.72,10.8.15.133,QUIC,542,Protected Payload (KP0)
12825,329.475254,2024-08-15 00:14:29.475,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12826,329.475264,2024-08-15 00:14:29.475,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12827,329.475266,2024-08-15 00:14:29.475,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12828,329.475267,2024-08-15 00:14:29.475,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12829,329.475273,2024-08-15 00:14:29.475,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12830,329.475567,2024-08-15 00:14:29.475,10.8.15.133,23.220.103.72,QUIC,77,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12831,329.475644,2024-08-15 00:14:29.475,10.8.15.133,23.220.103.72,QUIC,73,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12832,329.475708,2024-08-15 00:14:29.475,10.8.15.133,23.220.103.72,QUIC,73,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12833,329.476536,2024-08-15 00:14:29.476,10.8.15.133,23.205.110.12,TLSv1.3,134,"Change Cipher Spec, Application Data"
12834,329.476604,2024-08-15 00:14:29.476,23.205.110.12,10.8.15.133,TCP,54,443  >  49879 [ACK] Seq=3714 Ack=1818 Win=64240 Len=0
12835,329.476704,2024-08-15 00:14:29.476,10.8.15.133,23.205.110.12,TLSv1.3,146,Application Data
12836,329.476745,2024-08-15 00:14:29.476,23.205.110.12,10.8.15.133,TCP,54,443  >  49879 [ACK] Seq=3714 Ack=1910 Win=64240 Len=0
12837,329.477679,2024-08-15 00:14:29.477,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12838,329.478056,2024-08-15 00:14:29.478,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12839,329.478324,2024-08-15 00:14:29.478,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12840,329.47834,2024-08-15 00:14:29.478,10.8.15.133,23.205.110.12,TLSv1.3,568,Application Data
12841,329.47842,2024-08-15 00:14:29.478,23.205.110.12,10.8.15.133,TCP,54,443  >  49879 [ACK] Seq=3714 Ack=2424 Win=64240 Len=0
12842,329.478559,2024-08-15 00:14:29.478,10.8.15.133,23.205.110.12,TLSv1.3,154,Application Data
12843,329.478631,2024-08-15 00:14:29.478,23.205.110.12,10.8.15.133,TCP,54,443  >  49879 [ACK] Seq=3714 Ack=2524 Win=64240 Len=0
12844,329.478637,2024-08-15 00:14:29.478,10.8.15.133,23.205.110.12,TLSv1.3,155,Application Data
12845,329.478703,2024-08-15 00:14:29.478,23.205.110.12,10.8.15.133,TCP,54,443  >  49879 [ACK] Seq=3714 Ack=2625 Win=64240 Len=0
12846,329.47876,2024-08-15 00:14:29.478,10.8.15.133,23.205.110.12,TLSv1.3,154,Application Data
12847,329.478827,2024-08-15 00:14:29.478,23.205.110.12,10.8.15.133,TCP,54,443  >  49879 [ACK] Seq=3714 Ack=2725 Win=64240 Len=0
12848,329.478857,2024-08-15 00:14:29.478,10.8.15.133,23.205.110.12,TLSv1.3,155,Application Data
12849,329.47891,2024-08-15 00:14:29.478,23.205.110.12,10.8.15.133,TCP,54,443  >  49879 [ACK] Seq=3714 Ack=2826 Win=64240 Len=0
12850,329.47907,2024-08-15 00:14:29.479,10.8.15.133,23.205.110.12,TLSv1.3,154,Application Data
12851,329.479122,2024-08-15 00:14:29.479,10.8.15.133,23.205.110.12,TLSv1.3,154,Application Data
12852,329.47913,2024-08-15 00:14:29.479,23.205.110.12,10.8.15.133,TCP,54,443  >  49879 [ACK] Seq=3714 Ack=2926 Win=64240 Len=0
12853,329.479198,2024-08-15 00:14:29.479,23.205.110.12,10.8.15.133,TCP,54,443  >  49879 [ACK] Seq=3714 Ack=3026 Win=64240 Len=0
12854,329.479339,2024-08-15 00:14:29.479,10.8.15.133,23.205.110.12,TLSv1.3,157,Application Data
12855,329.479396,2024-08-15 00:14:29.479,23.205.110.12,10.8.15.133,TCP,54,443  >  49879 [ACK] Seq=3714 Ack=3129 Win=64240 Len=0
12856,329.479408,2024-08-15 00:14:29.479,10.8.15.133,23.205.110.12,TLSv1.3,155,Application Data
12857,329.479487,2024-08-15 00:14:29.479,23.205.110.12,10.8.15.133,TCP,54,443  >  49879 [ACK] Seq=3714 Ack=3230 Win=64240 Len=0
12858,329.479529,2024-08-15 00:14:29.479,10.8.15.133,23.205.110.12,TLSv1.3,155,Application Data
12859,329.479569,2024-08-15 00:14:29.479,23.205.110.12,10.8.15.133,TCP,54,443  >  49879 [ACK] Seq=3714 Ack=3331 Win=64240 Len=0
12860,329.47973,2024-08-15 00:14:29.479,10.8.15.133,23.220.103.72,QUIC,73,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12861,329.480731,2024-08-15 00:14:29.480,10.8.15.133,23.223.31.34,TLSv1.3,162,Application Data
12862,329.480772,2024-08-15 00:14:29.480,23.223.31.34,10.8.15.133,TCP,54,443  >  49878 [ACK] Seq=4367 Ack=2998 Win=64240 Len=0
12863,329.480965,2024-08-15 00:14:29.480,10.8.15.133,23.223.31.34,TLSv1.3,153,Application Data
12864,329.481,2024-08-15 00:14:29.481,23.223.31.34,10.8.15.133,TCP,54,443  >  49878 [ACK] Seq=4367 Ack=3097 Win=64240 Len=0
12865,329.48174,2024-08-15 00:14:29.481,23.220.103.72,10.8.15.133,QUIC,158,Protected Payload (KP0)
12866,329.481976,2024-08-15 00:14:29.481,10.8.15.133,23.220.103.72,QUIC,73,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12867,329.482391,2024-08-15 00:14:29.482,23.220.103.72,10.8.15.133,QUIC,66,Protected Payload (KP0)
12868,329.482397,2024-08-15 00:14:29.482,23.220.103.72,10.8.15.133,QUIC,66,Protected Payload (KP0)
12869,329.482399,2024-08-15 00:14:29.482,23.220.103.72,10.8.15.133,QUIC,66,Protected Payload (KP0)
12870,329.482406,2024-08-15 00:14:29.482,23.220.103.72,10.8.15.133,QUIC,66,Protected Payload (KP0)
12871,329.482407,2024-08-15 00:14:29.482,23.220.103.72,10.8.15.133,QUIC,66,Protected Payload (KP0)
12872,329.482411,2024-08-15 00:14:29.482,23.220.103.72,10.8.15.133,QUIC,65,Protected Payload (KP0)
12873,329.482415,2024-08-15 00:14:29.482,23.220.103.72,10.8.15.133,QUIC,137,Protected Payload (KP0)
12874,329.48281,2024-08-15 00:14:29.482,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12875,329.483019,2024-08-15 00:14:29.483,10.8.15.133,23.220.103.72,QUIC,77,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12876,329.483108,2024-08-15 00:14:29.483,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12877,329.489319,2024-08-15 00:14:29.489,10.8.15.133,204.79.197.203,TCP,54,49877  >  443 [ACK] Seq=2557 Ack=6603 Win=63719 Len=0
12878,329.497412,2024-08-15 00:14:29.497,10.8.15.4,10.8.15.133,DNS,150,Standard query response 0x9b33 HTTPS img.s-msn.com CNAME wildcard.s-msn.com.edgekey.net CNAME e7341.g.akamaiedge.net
12879,329.497421,2024-08-15 00:14:29.497,23.60.57.94,10.8.15.133,TCP,58,"443  >  49881 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
12880,329.497642,2024-08-15 00:14:29.497,10.8.15.133,10.8.15.4,ICMP,178,Destination unreachable (Port unreachable)
12881,329.49768,2024-08-15 00:14:29.497,10.8.15.133,23.60.57.94,TCP,54,49881  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0
12882,329.497757,2024-08-15 00:14:29.497,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12883,329.497761,2024-08-15 00:14:29.497,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12884,329.498205,2024-08-15 00:14:29.498,10.8.15.133,23.60.57.94,TCP,1514,49881  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=1460 [TCP PDU reassembled in 12885]
12885,329.498208,2024-08-15 00:14:29.498,10.8.15.133,23.60.57.94,TLSv1.3,317,Client Hello (SNI=img.s-msn.com)
12886,329.498334,2024-08-15 00:14:29.498,23.60.57.94,10.8.15.133,TCP,54,443  >  49881 [ACK] Seq=1 Ack=1461 Win=64240 Len=0
12887,329.498337,2024-08-15 00:14:29.498,23.60.57.94,10.8.15.133,TCP,54,443  >  49881 [ACK] Seq=1 Ack=1724 Win=64240 Len=0
12888,329.498512,2024-08-15 00:14:29.498,10.8.15.133,23.220.103.72,QUIC,73,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12889,329.499538,2024-08-15 00:14:29.499,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12890,329.499546,2024-08-15 00:14:29.499,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12891,329.499547,2024-08-15 00:14:29.499,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12892,329.499761,2024-08-15 00:14:29.499,10.8.15.133,23.220.103.72,QUIC,73,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12893,329.4998,2024-08-15 00:14:29.499,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12894,329.499803,2024-08-15 00:14:29.499,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12895,329.499809,2024-08-15 00:14:29.499,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12896,329.499896,2024-08-15 00:14:29.499,10.8.15.133,23.220.103.72,QUIC,73,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12897,329.500009,2024-08-15 00:14:29.500,10.8.15.133,23.220.103.72,QUIC,73,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12898,329.500298,2024-08-15 00:14:29.500,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12899,329.500305,2024-08-15 00:14:29.500,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12900,329.500306,2024-08-15 00:14:29.500,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12901,329.500537,2024-08-15 00:14:29.500,10.8.15.133,23.220.103.72,QUIC,73,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12902,329.500583,2024-08-15 00:14:29.500,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12903,329.500586,2024-08-15 00:14:29.500,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12904,329.500642,2024-08-15 00:14:29.500,10.8.15.133,23.220.103.72,QUIC,73,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12905,329.500767,2024-08-15 00:14:29.500,10.8.15.133,23.220.103.72,QUIC,73,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12906,329.501405,2024-08-15 00:14:29.501,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12907,329.501408,2024-08-15 00:14:29.501,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12908,329.501414,2024-08-15 00:14:29.501,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12909,329.501747,2024-08-15 00:14:29.501,10.8.15.133,23.220.103.72,QUIC,73,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12910,329.50316,2024-08-15 00:14:29.503,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12911,329.503164,2024-08-15 00:14:29.503,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12912,329.503169,2024-08-15 00:14:29.503,23.220.103.72,10.8.15.133,QUIC,162,Protected Payload (KP0)
12913,329.503174,2024-08-15 00:14:29.503,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12914,329.503452,2024-08-15 00:14:29.503,10.8.15.133,23.220.103.72,QUIC,73,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12915,329.503558,2024-08-15 00:14:29.503,10.8.15.133,23.220.103.72,QUIC,73,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12916,329.503591,2024-08-15 00:14:29.503,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12917,329.503598,2024-08-15 00:14:29.503,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12918,329.5036,2024-08-15 00:14:29.503,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12919,329.503949,2024-08-15 00:14:29.503,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12920,329.504086,2024-08-15 00:14:29.504,10.8.15.133,23.220.103.72,QUIC,78,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12921,329.504191,2024-08-15 00:14:29.504,10.8.15.133,23.220.103.72,QUIC,73,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12922,329.505477,2024-08-15 00:14:29.505,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12923,329.505479,2024-08-15 00:14:29.505,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12924,329.505486,2024-08-15 00:14:29.505,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12925,329.505735,2024-08-15 00:14:29.505,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12926,329.507699,2024-08-15 00:14:29.507,10.8.15.133,23.220.103.72,QUIC,73,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12927,329.507771,2024-08-15 00:14:29.507,10.8.15.133,23.220.103.72,QUIC,73,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12928,329.515676,2024-08-15 00:14:29.515,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12929,329.515679,2024-08-15 00:14:29.515,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12930,329.516036,2024-08-15 00:14:29.516,23.205.110.12,10.8.15.133,TLSv1.3,341,Application Data
12931,329.516161,2024-08-15 00:14:29.516,10.8.15.133,23.220.103.72,QUIC,73,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12932,329.518783,2024-08-15 00:14:29.518,23.205.110.12,10.8.15.133,TLSv1.3,785,"Application Data, Application Data, Application Data, Application Data"
12933,329.518787,2024-08-15 00:14:29.518,23.220.103.72,10.8.15.133,TLSv1.3,1514,"Server Hello, Change Cipher Spec, Application Data"
12934,329.518788,2024-08-15 00:14:29.518,23.220.103.72,10.8.15.133,TCP,1514,443  >  49880 [ACK] Seq=1461 Ack=1786 Win=64240 Len=1460 [TCP PDU reassembled in 12935]
12935,329.518803,2024-08-15 00:14:29.518,23.220.103.72,10.8.15.133,TLSv1.3,1105,"Application Data, Application Data, Application Data"
12936,329.519098,2024-08-15 00:14:29.519,10.8.15.133,23.220.103.72,TCP,54,49880  >  443 [ACK] Seq=1786 Ack=3972 Win=64240 Len=0
12937,329.519139,2024-08-15 00:14:29.519,10.8.15.133,23.205.110.12,TCP,54,49879  >  443 [ACK] Seq=3331 Ack=4732 Win=64240 Len=0
12938,329.519483,2024-08-15 00:14:29.519,23.205.110.12,10.8.15.133,TLSv1.3,1514,"Application Data, Application Data, Application Data"
12939,329.519486,2024-08-15 00:14:29.519,23.205.110.12,10.8.15.133,TLSv1.3,1514,Application Data
12940,329.519487,2024-08-15 00:14:29.519,23.205.110.12,10.8.15.133,TLSv1.3,1514,"Application Data, Application Data, Application Data, Application Data"
12941,329.519487,2024-08-15 00:14:29.519,23.205.110.12,10.8.15.133,TLSv1.3,1514,"Application Data, Application Data"
12942,329.519488,2024-08-15 00:14:29.519,23.205.110.12,10.8.15.133,TLSv1.3,1514,"Application Data, Application Data"
12943,329.519489,2024-08-15 00:14:29.519,23.205.110.12,10.8.15.133,TLSv1.3,1514,"Application Data, Application Data, Application Data"
12944,329.51949,2024-08-15 00:14:29.519,23.205.110.12,10.8.15.133,TLSv1.3,1514,Application Data
12945,329.519491,2024-08-15 00:14:29.519,23.205.110.12,10.8.15.133,TLSv1.3,132,Application Data
12946,329.519719,2024-08-15 00:14:29.519,10.8.15.133,23.205.110.12,TLSv1.3,85,Application Data
12947,329.519791,2024-08-15 00:14:29.519,23.205.110.12,10.8.15.133,TCP,54,443  >  49879 [ACK] Seq=15030 Ack=3362 Win=64240 Len=0
12948,329.51981,2024-08-15 00:14:29.519,10.8.15.133,23.205.110.12,TCP,54,49879  >  443 [ACK] Seq=3362 Ack=15030 Win=64240 Len=0
12949,329.523575,2024-08-15 00:14:29.523,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12950,329.523577,2024-08-15 00:14:29.523,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12951,329.523863,2024-08-15 00:14:29.523,10.8.15.133,23.220.103.72,QUIC,73,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12952,329.523981,2024-08-15 00:14:29.523,23.223.31.34,10.8.15.133,TLSv1.3,115,Application Data
12953,329.524186,2024-08-15 00:14:29.524,10.8.15.133,23.223.31.34,TLSv1.3,85,Application Data
12954,329.524233,2024-08-15 00:14:29.524,23.223.31.34,10.8.15.133,TCP,54,443  >  49878 [ACK] Seq=4428 Ack=3128 Win=64240 Len=0
12955,329.525292,2024-08-15 00:14:29.525,10.8.15.133,23.220.103.72,TLSv1.3,134,"Change Cipher Spec, Application Data"
12956,329.525369,2024-08-15 00:14:29.525,23.220.103.72,10.8.15.133,TCP,54,443  >  49880 [ACK] Seq=3972 Ack=1866 Win=64240 Len=0
12957,329.525627,2024-08-15 00:14:29.525,23.223.31.34,10.8.15.133,TLSv1.3,1514,"Application Data, Application Data, Application Data"
12958,329.525629,2024-08-15 00:14:29.525,23.223.31.34,10.8.15.133,TLSv1.3,1514,"Application Data, Application Data, Application Data"
12959,329.525632,2024-08-15 00:14:29.525,23.223.31.34,10.8.15.133,TLSv1.3,195,Application Data
12960,329.525668,2024-08-15 00:14:29.525,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12961,329.52567,2024-08-15 00:14:29.525,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12962,329.525677,2024-08-15 00:14:29.525,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12963,329.525682,2024-08-15 00:14:29.525,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12964,329.525691,2024-08-15 00:14:29.525,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12965,329.525937,2024-08-15 00:14:29.525,10.8.15.133,23.223.31.34,TCP,54,49878  >  443 [ACK] Seq=3128 Ack=7489 Win=64240 Len=0
12966,329.526365,2024-08-15 00:14:29.526,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12967,329.526367,2024-08-15 00:14:29.526,23.220.103.72,10.8.15.133,QUIC,712,Protected Payload (KP0)
12968,329.526373,2024-08-15 00:14:29.526,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12969,329.52638,2024-08-15 00:14:29.526,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12970,329.526382,2024-08-15 00:14:29.526,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12971,329.526399,2024-08-15 00:14:29.526,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12972,329.527271,2024-08-15 00:14:29.527,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12973,329.527278,2024-08-15 00:14:29.527,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12974,329.527281,2024-08-15 00:14:29.527,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12975,329.527504,2024-08-15 00:14:29.527,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12976,329.527514,2024-08-15 00:14:29.527,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12977,329.527515,2024-08-15 00:14:29.527,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12978,329.528294,2024-08-15 00:14:29.528,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12979,329.528302,2024-08-15 00:14:29.528,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12980,329.528765,2024-08-15 00:14:29.528,23.223.31.34,10.8.15.133,TLSv1.3,824,Application Data
12981,329.52888,2024-08-15 00:14:29.528,10.8.15.133,23.223.31.34,TCP,54,49878  >  443 [ACK] Seq=3128 Ack=8259 Win=63470 Len=0
12982,329.529051,2024-08-15 00:14:29.529,23.223.31.34,10.8.15.133,TLSv1.3,370,Application Data
12983,329.529327,2024-08-15 00:14:29.529,10.8.15.133,23.220.103.72,QUIC,73,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12984,329.529455,2024-08-15 00:14:29.529,10.8.15.133,23.220.103.72,QUIC,74,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12985,329.529517,2024-08-15 00:14:29.529,10.8.15.133,23.220.103.72,QUIC,74,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12986,329.529577,2024-08-15 00:14:29.529,10.8.15.133,23.220.103.72,QUIC,74,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12987,329.529741,2024-08-15 00:14:29.529,10.8.15.133,23.220.103.72,QUIC,79,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12988,329.529843,2024-08-15 00:14:29.529,10.8.15.133,23.220.103.72,QUIC,74,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12989,329.529938,2024-08-15 00:14:29.529,10.8.15.133,23.220.103.72,QUIC,74,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12990,329.530092,2024-08-15 00:14:29.530,10.8.15.133,23.220.103.72,QUIC,75,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12991,329.530262,2024-08-15 00:14:29.530,10.8.15.133,23.220.103.72,QUIC,75,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12992,329.530444,2024-08-15 00:14:29.530,10.8.15.133,23.220.103.72,QUIC,74,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12993,329.53238,2024-08-15 00:14:29.532,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12994,329.532382,2024-08-15 00:14:29.532,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12995,329.532388,2024-08-15 00:14:29.532,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12996,329.532649,2024-08-15 00:14:29.532,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12997,329.532655,2024-08-15 00:14:29.532,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
12998,329.532818,2024-08-15 00:14:29.532,10.8.15.133,23.220.103.72,QUIC,74,"Protected Payload (KP0), DCID=0d003c7f4780572a"
12999,329.532964,2024-08-15 00:14:29.532,10.8.15.133,23.220.103.72,QUIC,74,"Protected Payload (KP0), DCID=0d003c7f4780572a"
13000,329.533756,2024-08-15 00:14:29.533,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
13001,329.533759,2024-08-15 00:14:29.533,23.220.103.72,10.8.15.133,QUIC,1292,Protected Payload (KP0)
